jahr,alter,maennlich,weiblich,gesamt,source,variante
1892,47,247723,272237,519960,reconstructed,reconstructed
1892,48,232351,252817,485168,reconstructed,reconstructed
1892,49,219238,236393,455631,reconstructed,reconstructed
1892,50,233013,263795,496808,reconstructed,reconstructed
1892,51,203209,211198,414407,reconstructed,reconstructed
1892,52,223363,255602,478965,reconstructed,reconstructed
1892,53,197269,215848,413117,reconstructed,reconstructed
1892,54,192154,212844,404998,reconstructed,reconstructed
1892,55,179661,200391,380052,reconstructed,reconstructed
1892,56,179131,207497,386628,reconstructed,reconstructed
1892,57,172850,197274,370124,reconstructed,reconstructed
1892,58,167284,190111,357395,reconstructed,reconstructed
1892,59,155203,174188,329391,reconstructed,reconstructed
1892,60,143256,169070,312326,reconstructed,reconstructed
1892,61,130162,144115,274277,reconstructed,reconstructed
1892,62,142413,173976,316389,reconstructed,reconstructed
1892,63,118806,136399,255205,reconstructed,reconstructed
1892,64,119044,141341,260385,reconstructed,reconstructed
1892,65,112369,133415,245784,reconstructed,reconstructed
1892,66,108272,131015,239287,reconstructed,reconstructed
1892,67,104450,126026,230476,reconstructed,reconstructed
1892,68,100676,124108,224784,reconstructed,reconstructed
1892,69,91502,109161,200663,reconstructed,reconstructed
1892,70,86924,105347,192271,reconstructed,reconstructed
1892,71,79017,91083,170100,reconstructed,reconstructed
1892,72,79700,101400,181100,reconstructed,reconstructed
1892,73,62287,75663,137950,reconstructed,reconstructed
1892,74,57168,68852,126020,reconstructed,reconstructed
1892,75,48114,58353,106467,reconstructed,reconstructed
1892,76,42441,50833,93274,reconstructed,reconstructed
1892,77,39046,47613,86659,reconstructed,reconstructed
1892,78,29752,36614,66366,reconstructed,reconstructed
1892,79,25712,32801,58513,reconstructed,reconstructed
1892,80,21668,27661,49329,reconstructed,reconstructed
1892,81,18702,23759,42461,reconstructed,reconstructed
1892,82,15397,21145,36542,reconstructed,reconstructed
1892,83,10300,12995,23295,reconstructed,reconstructed
1892,84,8209,10411,18620,reconstructed,reconstructed
1892,85,6258,8205,14463,reconstructed,reconstructed
1892,86,4511,6574,11085,reconstructed,reconstructed
1892,87,3456,4907,8363,reconstructed,reconstructed
1892,88,2615,3776,6391,reconstructed,reconstructed
1892,89,1784,2794,4578,reconstructed,reconstructed
1892,90,1313,2028,3341,reconstructed,reconstructed
1892,91,0,0,0,reconstructed,reconstructed
1892,92,0,0,0,reconstructed,reconstructed
1892,93,0,0,0,reconstructed,reconstructed
1892,94,0,0,0,reconstructed,reconstructed
1892,95,0,0,0,reconstructed,reconstructed
1892,96,0,0,0,reconstructed,reconstructed
1892,97,0,0,0,reconstructed,reconstructed
1892,98,0,0,0,reconstructed,reconstructed
1892,99,0,0,0,reconstructed,reconstructed
1893,0,931457,887000,1818457,reconstructed,reconstructed
1893,1,704778,702876,1407654,reconstructed,reconstructed
1893,2,668889,663994,1332883,reconstructed,reconstructed
1893,3,519946,526938,1046884,reconstructed,reconstructed
1893,4,592986,592547,1185533,reconstructed,reconstructed
1893,5,606307,603114,1209421,reconstructed,reconstructed
1893,6,601802,599927,1201729,reconstructed,reconstructed
1893,7,579541,579884,1159425,reconstructed,reconstructed
1893,8,569255,568022,1137277,reconstructed,reconstructed
1893,9,558687,557233,1115920,reconstructed,reconstructed
1893,10,532634,530881,1063515,reconstructed,reconstructed
1893,11,542467,542969,1085436,reconstructed,reconstructed
1893,12,524108,520324,1044432,reconstructed,reconstructed
1893,13,531702,527567,1059269,reconstructed,reconstructed
1893,14,532815,531187,1064002,reconstructed,reconstructed
1893,15,537448,536165,1073613,reconstructed,reconstructed
1893,16,534615,532442,1067057,reconstructed,reconstructed
1893,17,532306,533024,1065330,reconstructed,reconstructed
1893,18,517451,516814,1034265,reconstructed,reconstructed
1893,19,498918,500840,999758,reconstructed,reconstructed
1893,20,479247,481624,960871,reconstructed,reconstructed
1893,21,472477,484731,957208,reconstructed,reconstructed
1893,22,385565,388255,773820,reconstructed,reconstructed
1893,23,438869,447724,886593,reconstructed,reconstructed
1893,24,426636,432313,858949,reconstructed,reconstructed
1893,25,405229,412341,817570,reconstructed,reconstructed
1893,26,394068,400956,795024,reconstructed,reconstructed
1893,27,400139,416196,816335,reconstructed,reconstructed
1893,28,376039,387441,763480,reconstructed,reconstructed
1893,29,377987,393621,771608,reconstructed,reconstructed
1893,30,369689,380622,750311,reconstructed,reconstructed
1893,31,350445,361267,711712,reconstructed,reconstructed
1893,32,332592,334052,666644,reconstructed,reconstructed
1893,33,353207,364621,717828,reconstructed,reconstructed
1893,34,339973,353003,692976,reconstructed,reconstructed
1893,35,326502,338139,664641,reconstructed,reconstructed
1893,36,313882,322880,636762,reconstructed,reconstructed
1893,37,291026,308021,599047,reconstructed,reconstructed
1893,38,274902,281993,556895,reconstructed,reconstructed
1893,39,284793,304961,589754,reconstructed,reconstructed
1893,40,276934,288414,565348,reconstructed,reconstructed
1893,41,275155,296688,571843,reconstructed,reconstructed
1893,42,268632,272832,541464,reconstructed,reconstructed
1893,43,282270,303798,586068,reconstructed,reconstructed
1893,44,267948,281659,549607,reconstructed,reconstructed
1893,45,244206,272570,516776,reconstructed,reconstructed
1893,46,224042,241839,465881,reconstructed,reconstructed
1893,47,228552,251307,479859,reconstructed,reconstructed
1893,48,243248,268546,511794,reconstructed,reconstructed
1893,49,228558,250007,478565,reconstructed,reconstructed
1893,50,215259,233310,448569,reconstructed,reconstructed
1893,51,228369,259857,488226,reconstructed,reconstructed
1893,52,199098,208021,407119,reconstructed,reconstructed
1893,53,218284,250976,469260,reconstructed,reconstructed
1893,54,192786,211996,404782,reconstructed,reconstructed
1893,55,187471,208851,396322,reconstructed,reconstructed
1893,56,175129,196482,371611,reconstructed,reconstructed
1893,57,174157,203008,377165,reconstructed,reconstructed
1893,58,167832,192819,360651,reconstructed,reconstructed
1893,59,162142,185541,347683,reconstructed,reconstructed
1893,60,150287,169951,320238,reconstructed,reconstructed
1893,61,138179,164191,302370,reconstructed,reconstructed
1893,62,125372,139621,264993,reconstructed,reconstructed
1893,63,136354,167499,303853,reconstructed,reconstructed
1893,64,113561,131081,244642,reconstructed,reconstructed
1893,65,113381,135640,249021,reconstructed,reconstructed
1893,66,106586,127237,233823,reconstructed,reconstructed
1893,67,102242,124512,226754,reconstructed,reconstructed
1893,68,98310,119390,217700,reconstructed,reconstructed
1893,69,94157,116627,210784,reconstructed,reconstructed
1893,70,85216,102300,187516,reconstructed,reconstructed
1893,71,80512,98222,178734,reconstructed,reconstructed
1893,72,72632,84263,156895,reconstructed,reconstructed
1893,73,72431,92781,165212,reconstructed,reconstructed
1893,74,56645,68847,125492,reconstructed,reconstructed
1893,75,51182,62021,113203,reconstructed,reconstructed
1893,76,42654,52036,94690,reconstructed,reconstructed
1893,77,37256,44985,82241,reconstructed,reconstructed
1893,78,33877,41663,75540,reconstructed,reconstructed
1893,79,25473,31755,57228,reconstructed,reconstructed
1893,80,21814,28207,50021,reconstructed,reconstructed
1893,81,18147,23426,41573,reconstructed,reconstructed
1893,82,15301,19838,35139,reconstructed,reconstructed
1893,83,12418,17339,29757,reconstructed,reconstructed
1893,84,8098,10402,18500,reconstructed,reconstructed
1893,85,6330,8202,14532,reconstructed,reconstructed
1893,86,4731,6347,11078,reconstructed,reconstructed
1893,87,3332,4981,8313,reconstructed,reconstructed
1893,88,2491,3646,6137,reconstructed,reconstructed
1893,89,1839,2749,4588,reconstructed,reconstructed
1893,90,1219,1987,3206,reconstructed,reconstructed
1893,91,0,0,0,reconstructed,reconstructed
1893,92,0,0,0,reconstructed,reconstructed
1893,93,0,0,0,reconstructed,reconstructed
1893,94,0,0,0,reconstructed,reconstructed
1893,95,0,0,0,reconstructed,reconstructed
1893,96,0,0,0,reconstructed,reconstructed
1893,97,0,0,0,reconstructed,reconstructed
1893,98,0,0,0,reconstructed,reconstructed
1893,99,0,0,0,reconstructed,reconstructed
1894,0,942993,901235,1844228,reconstructed,reconstructed
1894,1,724289,718770,1443059,reconstructed,reconstructed
1894,2,666951,666335,1333286,reconstructed,reconstructed
1894,3,651771,647398,1299169,reconstructed,reconstructed
1894,4,527663,533120,1060783,reconstructed,reconstructed
1894,5,588382,588027,1176409,reconstructed,reconstructed
1894,6,602208,598984,1201192,reconstructed,reconstructed
1894,7,597073,594964,1192037,reconstructed,reconstructed
1894,8,576010,576292,1152302,reconstructed,reconstructed
1894,9,566187,564779,1130966,reconstructed,reconstructed
1894,10,556741,555223,1111964,reconstructed,reconstructed
1894,11,531315,529426,1060741,reconstructed,reconstructed
1894,12,540800,541345,1082145,reconstructed,reconstructed
1894,13,522465,518308,1040773,reconstructed,reconstructed
1894,14,529905,525267,1055172,reconstructed,reconstructed
1894,15,530109,528806,1058915,reconstructed,reconstructed
1894,16,534077,533271,1067348,reconstructed,reconstructed
1894,17,530911,529604,1060515,reconstructed,reconstructed
1894,18,528587,530277,1058864,reconstructed,reconstructed
1894,19,514078,514374,1028452,reconstructed,reconstructed
1894,20,494857,497583,992440,reconstructed,reconstructed
1894,21,475507,478160,953667,reconstructed,reconstructed
1894,22,468977,480981,949958,reconstructed,reconstructed
1894,23,382979,385120,768099,reconstructed,reconstructed
1894,24,435969,444364,880333,reconstructed,reconstructed
1894,25,423709,429481,853190,reconstructed,reconstructed
1894,26,402220,409126,811346,reconstructed,reconstructed
1894,27,391364,397764,789128,reconstructed,reconstructed
1894,28,397396,412664,810060,reconstructed,reconstructed
1894,29,373483,384135,757618,reconstructed,reconstructed
1894,30,375458,390244,765702,reconstructed,reconstructed
1894,31,367009,377439,744448,reconstructed,reconstructed
1894,32,347673,357861,705534,reconstructed,reconstructed
1894,33,330099,331268,661367,reconstructed,reconstructed
1894,34,349882,360972,710854,reconstructed,reconstructed
1894,35,337345,350374,687719,reconstructed,reconstructed
1894,36,323585,335352,658937,reconstructed,reconstructed
1894,37,310784,319724,630508,reconstructed,reconstructed
1894,38,288247,305294,593541,reconstructed,reconstructed
1894,39,272175,279453,551628,reconstructed,reconstructed
1894,40,281494,301663,583157,reconstructed,reconstructed
1894,41,273650,285415,559065,reconstructed,reconstructed
1894,42,271671,293499,565170,reconstructed,reconstructed
1894,43,265166,270031,535197,reconstructed,reconstructed
1894,44,278167,300371,578538,reconstructed,reconstructed
1894,45,264388,278990,543378,reconstructed,reconstructed
1894,46,240635,269804,510439,reconstructed,reconstructed
1894,47,220625,239254,459879,reconstructed,reconstructed
1894,48,224879,248292,473171,reconstructed,reconstructed
1894,49,238682,264776,503458,reconstructed,reconstructed
1894,50,224619,247066,471685,reconstructed,reconstructed
1894,51,211158,230105,441263,reconstructed,reconstructed
1894,52,223624,255794,479418,reconstructed,reconstructed
1894,53,194891,204719,399610,reconstructed,reconstructed
1894,54,213088,246197,459285,reconstructed,reconstructed
1894,55,188182,207998,396180,reconstructed,reconstructed
1894,56,182629,204687,387316,reconstructed,reconstructed
1894,57,170443,192388,362831,reconstructed,reconstructed
1894,58,169094,198342,367436,reconstructed,reconstructed
1894,59,162661,188123,350784,reconstructed,reconstructed
1894,60,156795,180673,337468,reconstructed,reconstructed
1894,61,145194,165450,310644,reconstructed,reconstructed
1894,62,132956,159077,292033,reconstructed,reconstructed
1894,63,120457,134908,255365,reconstructed,reconstructed
1894,64,130170,160763,290933,reconstructed,reconstructed
1894,65,108148,125526,233674,reconstructed,reconstructed
1894,66,107599,129716,237315,reconstructed,reconstructed
1894,67,100753,120898,221651,reconstructed,reconstructed
1894,68,96180,117899,214079,reconstructed,reconstructed
1894,69,92091,112594,204685,reconstructed,reconstructed
1894,70,87572,108949,196521,reconstructed,reconstructed
1894,71,78893,95281,174174,reconstructed,reconstructed
1894,72,74055,90947,165002,reconstructed,reconstructed
1894,73,66246,77362,143608,reconstructed,reconstructed
1894,74,65290,84262,149552,reconstructed,reconstructed
1894,75,51027,62127,113154,reconstructed,reconstructed
1894,76,45334,55291,100625,reconstructed,reconstructed
1894,77,37445,45940,83385,reconstructed,reconstructed
1894,78,32390,39483,71873,reconstructed,reconstructed
1894,79,28999,36054,65053,reconstructed,reconstructed
1894,80,21512,27163,48675,reconstructed,reconstructed
1894,81,18267,23936,42203,reconstructed,reconstructed
1894,82,14936,19536,34472,reconstructed,reconstructed
1894,83,12279,16282,28561,reconstructed,reconstructed
1894,84,9823,13989,23812,reconstructed,reconstructed
1894,85,6246,8199,14445,reconstructed,reconstructed
1894,86,4788,6349,11137,reconstructed,reconstructed
1894,87,3497,4811,8308,reconstructed,reconstructed
1894,88,2404,3703,6107,reconstructed,reconstructed
1894,89,1754,2656,4410,reconstructed,reconstructed
1894,90,1257,1956,3213,reconstructed,reconstructed
1894,91,0,0,0,reconstructed,reconstructed
1894,92,0,0,0,reconstructed,reconstructed
1894,93,0,0,0,reconstructed,reconstructed
1894,94,0,0,0,reconstructed,reconstructed
1894,95,0,0,0,reconstructed,reconstructed
1894,96,0,0,0,reconstructed,reconstructed
1894,97,0,0,0,reconstructed,reconstructed
1894,98,0,0,0,reconstructed,reconstructed
1894,99,0,0,0,reconstructed,reconstructed
1895,0,943702,904576,1848278,reconstructed,reconstructed
1895,1,735531,732247,1467778,reconstructed,reconstructed
1895,2,686325,682290,1368615,reconstructed,reconstructed
1895,3,650413,650209,1300622,reconstructed,reconstructed
1895,4,640786,636702,1277488,reconstructed,reconstructed
1895,5,537687,541555,1079242,reconstructed,reconstructed
1895,6,585883,585552,1171435,reconstructed,reconstructed
1895,7,599487,596205,1195692,reconstructed,reconstructed
1895,8,593365,591013,1184378,reconstructed,reconstructed
1895,9,573279,573485,1146764,reconstructed,reconstructed
1895,10,563681,562074,1125755,reconstructed,reconstructed
1895,11,555156,553565,1108721,reconstructed,reconstructed
1895,12,530229,528191,1058420,reconstructed,reconstructed
1895,13,539322,539825,1079147,reconstructed,reconstructed
1895,14,520894,516298,1037192,reconstructed,reconstructed
1895,15,528069,522939,1051008,reconstructed,reconstructed
1895,16,527247,526346,1053593,reconstructed,reconstructed
1895,17,530422,530258,1060680,reconstructed,reconstructed
1895,18,526920,526680,1053600,reconstructed,reconstructed
1895,19,524618,527459,1052077,reconstructed,reconstructed
1895,20,510481,511850,1022331,reconstructed,reconstructed
1895,21,490669,494260,984929,reconstructed,reconstructed
1895,22,471728,474609,946337,reconstructed,reconstructed
1895,23,465497,477138,942635,reconstructed,reconstructed
1895,24,380458,381917,762375,reconstructed,reconstructed
1895,25,433113,440909,874022,reconstructed,reconstructed
1895,26,420793,426571,847364,reconstructed,reconstructed
1895,27,399234,405862,805096,reconstructed,reconstructed
1895,28,388677,394542,783219,reconstructed,reconstructed
1895,29,394658,409122,803780,reconstructed,reconstructed
1895,30,370909,380810,751719,reconstructed,reconstructed
1895,31,372892,386848,759740,reconstructed,reconstructed
1895,32,364287,374249,738536,reconstructed,reconstructed
1895,33,344850,354450,699300,reconstructed,reconstructed
1895,34,327557,328490,656047,reconstructed,reconstructed
1895,35,346516,357324,703840,reconstructed,reconstructed
1895,36,334647,347696,682343,reconstructed,reconstructed
1895,37,320624,332557,653181,reconstructed,reconstructed
1895,38,307648,316612,624260,reconstructed,reconstructed
1895,39,285417,302597,588014,reconstructed,reconstructed
1895,40,269388,276915,546303,reconstructed,reconstructed
1895,41,278128,298397,576525,reconstructed,reconstructed
1895,42,270321,282467,552788,reconstructed,reconstructed
1895,43,268154,290357,558511,reconstructed,reconstructed
1895,44,261657,267285,528942,reconstructed,reconstructed
1895,45,273989,297000,570989,reconstructed,reconstructed
1895,46,260732,276315,537047,reconstructed,reconstructed
1895,47,237009,266998,504007,reconstructed,reconstructed
1895,48,217158,236610,453768,reconstructed,reconstructed
1895,49,221107,245194,466301,reconstructed,reconstructed
1895,50,233987,260890,494877,reconstructed,reconstructed
1895,51,220545,243990,464535,reconstructed,reconstructed
1895,52,206956,226783,433739,reconstructed,reconstructed
1895,53,218775,251581,470356,reconstructed,reconstructed
1895,54,190567,201278,391845,reconstructed,reconstructed
1895,55,207774,241262,449036,reconstructed,reconstructed
1895,56,183413,203835,387248,reconstructed,reconstructed
1895,57,177630,200336,377966,reconstructed,reconstructed
1895,58,165658,188115,353773,reconstructed,reconstructed
1895,59,163876,193431,357307,reconstructed,reconstructed
1895,60,157290,183134,340424,reconstructed,reconstructed
1895,61,151282,175550,326832,reconstructed,reconstructed
1895,62,139925,160690,300615,reconstructed,reconstructed
1895,63,127610,153715,281325,reconstructed,reconstructed
1895,64,115399,129953,245352,reconstructed,reconstructed
1895,65,123811,153758,277569,reconstructed,reconstructed
1895,66,102627,119793,222420,reconstructed,reconstructed
1895,67,101764,123592,225356,reconstructed,reconstructed
1895,68,94875,114451,209326,reconstructed,reconstructed
1895,69,90045,111133,201178,reconstructed,reconstructed
1895,70,85788,105561,191349,reconstructed,reconstructed
1895,71,80971,101160,182131,reconstructed,reconstructed
1895,72,72532,88129,160661,reconstructed,reconstructed
1895,73,67585,83568,151153,reconstructed,reconstructed
1895,74,59933,70503,130436,reconstructed,reconstructed
1895,75,58301,75901,134202,reconstructed,reconstructed
1895,76,45473,55488,100961,reconstructed,reconstructed
1895,77,39764,48792,88556,reconstructed,reconstructed
1895,78,32559,40223,72782,reconstructed,reconstructed
1895,79,27781,34273,62054,reconstructed,reconstructed
1895,80,24484,30773,55257,reconstructed,reconstructed
1895,81,17935,22931,40866,reconstructed,reconstructed
1895,82,15032,19998,35030,reconstructed,reconstructed
1895,83,12056,16011,28067,reconstructed,reconstructed
1895,84,9665,13149,22814,reconstructed,reconstructed
1895,85,7623,11116,18739,reconstructed,reconstructed
1895,86,4727,6350,11077,reconstructed,reconstructed
1895,87,3541,4814,8355,reconstructed,reconstructed
1895,88,2524,3578,6102,reconstructed,reconstructed
1895,89,1694,2699,4393,reconstructed,reconstructed
1895,90,1200,1890,3090,reconstructed,reconstructed
1895,91,0,0,0,reconstructed,reconstructed
1895,92,0,0,0,reconstructed,reconstructed
1895,93,0,0,0,reconstructed,reconstructed
1895,94,0,0,0,reconstructed,reconstructed
1895,95,0,0,0,reconstructed,reconstructed
1895,96,0,0,0,reconstructed,reconstructed
1895,97,0,0,0,reconstructed,reconstructed
1895,98,0,0,0,reconstructed,reconstructed
1895,99,0,0,0,reconstructed,reconstructed
1896,0,976712,932625,1909337,reconstructed,reconstructed
1896,1,738358,736909,1475267,reconstructed,reconstructed
1896,2,697902,695987,1393889,reconstructed,reconstructed
1896,3,669853,666319,1336172,reconstructed,reconstructed
1896,4,639828,639837,1279665,reconstructed,reconstructed
1896,5,633100,629130,1262230,reconstructed,reconstructed
1896,6,549273,551548,1100821,reconstructed,reconstructed
1896,7,584659,584332,1168991,reconstructed,reconstructed
1896,8,597732,594379,1192111,reconstructed,reconstructed
1896,9,590457,587844,1178301,reconstructed,reconstructed
1896,10,571095,571199,1142294,reconstructed,reconstructed
1896,11,561530,559717,1121247,reconstructed,reconstructed
1896,12,553808,552131,1105939,reconstructed,reconstructed
1896,13,529321,527054,1056375,reconstructed,reconstructed
1896,14,537912,538305,1076217,reconstructed,reconstructed
1896,15,519279,514254,1033533,reconstructed,reconstructed
1896,16,526072,520531,1046603,reconstructed,reconstructed
1896,17,524104,523768,1047872,reconstructed,reconstructed
1896,18,526484,527161,1053645,reconstructed,reconstructed
1896,19,522686,523687,1046373,reconstructed,reconstructed
1896,20,520431,524558,1044989,reconstructed,reconstructed
1896,21,506752,509253,1016005,reconstructed,reconstructed
1896,22,486450,490848,977298,reconstructed,reconstructed
1896,23,467976,470968,938944,reconstructed,reconstructed
1896,24,462102,473214,935316,reconstructed,reconstructed
1896,25,377976,378637,756613,reconstructed,reconstructed
1896,26,430269,437381,867650,reconstructed,reconstructed
1896,27,417899,423608,841507,reconstructed,reconstructed
1896,28,396270,402574,798844,reconstructed,reconstructed
1896,29,385999,391315,777314,reconstructed,reconstructed
1896,30,391904,405561,797465,reconstructed,reconstructed
1896,31,368300,377468,745768,reconstructed,reconstructed
1896,32,370282,383450,753732,reconstructed,reconstructed
1896,33,361512,371051,732563,reconstructed,reconstructed
1896,34,341982,351055,693037,reconstructed,reconstructed
1896,35,324969,325704,650673,reconstructed,reconstructed
1896,36,343094,353641,696735,reconstructed,reconstructed
1896,37,331902,345006,676908,reconstructed,reconstructed
1896,38,317620,329801,647421,reconstructed,reconstructed
1896,39,304460,313537,617997,reconstructed,reconstructed
1896,40,282523,299902,582425,reconstructed,reconstructed
1896,41,266529,274399,540928,reconstructed,reconstructed
1896,42,274719,295188,569907,reconstructed,reconstructed
1896,43,266956,279561,546517,reconstructed,reconstructed
1896,44,264594,287273,551867,reconstructed,reconstructed
1896,45,258071,264582,522653,reconstructed,reconstructed
1896,46,269725,293632,563357,reconstructed,reconstructed
1896,47,257010,273595,530605,reconstructed,reconstructed
1896,48,233326,264122,497448,reconstructed,reconstructed
1896,49,213593,233883,447476,reconstructed,reconstructed
1896,50,217201,241983,459184,reconstructed,reconstructed
1896,51,229174,256884,486058,reconstructed,reconstructed
1896,52,216358,240784,457142,reconstructed,reconstructed
1896,53,202648,223319,425967,reconstructed,reconstructed
1896,54,213801,247203,461004,reconstructed,reconstructed
1896,55,186125,197699,383824,reconstructed,reconstructed
1896,56,202287,236154,438441,reconstructed,reconstructed
1896,57,178482,199489,377971,reconstructed,reconstructed
1896,58,172532,195797,368329,reconstructed,reconstructed
1896,59,160707,183605,344312,reconstructed,reconstructed
1896,60,158460,188231,346691,reconstructed,reconstructed
1896,61,151757,177894,329651,reconstructed,reconstructed
1896,62,145598,170175,315773,reconstructed,reconstructed
1896,63,134511,155653,290164,reconstructed,reconstructed
1896,64,122128,148077,270205,reconstructed,reconstructed
1896,65,110147,124746,234893,reconstructed,reconstructed
1896,66,117346,146557,263903,reconstructed,reconstructed
1896,67,97060,113896,210956,reconstructed,reconstructed
1896,68,95877,117320,213197,reconstructed,reconstructed
1896,69,88910,107857,196767,reconstructed,reconstructed
1896,70,83835,104142,187977,reconstructed,reconstructed
1896,71,79454,98378,177832,reconstructed,reconstructed
1896,72,74347,93275,167622,reconstructed,reconstructed
1896,73,66163,80890,147053,reconstructed,reconstructed
1896,74,61186,76226,137412,reconstructed,reconstructed
1896,75,53715,63732,117447,reconstructed,reconstructed
1896,76,51500,67673,119173,reconstructed,reconstructed
1896,77,40128,49050,89178,reconstructed,reconstructed
1896,78,34549,42698,77247,reconstructed,reconstructed
1896,79,27928,34831,62759,reconstructed,reconstructed
1896,80,23501,29342,52843,reconstructed,reconstructed
1896,81,20410,25924,46334,reconstructed,reconstructed
1896,82,14692,19059,33751,reconstructed,reconstructed
1896,83,12128,16417,28545,reconstructed,reconstructed
1896,84,9544,12913,22457,reconstructed,reconstructed
1896,85,7465,10461,17926,reconstructed,reconstructed
1896,86,5807,8679,14486,reconstructed,reconstructed
1896,87,3498,4816,8314,reconstructed,reconstructed
1896,88,2558,3581,6139,reconstructed,reconstructed
1896,89,1780,2609,4389,reconstructed,reconstructed
1896,90,1159,1921,3080,reconstructed,reconstructed
1896,91,0,0,0,reconstructed,reconstructed
1896,92,0,0,0,reconstructed,reconstructed
1896,93,0,0,0,reconstructed,reconstructed
1896,94,0,0,0,reconstructed,reconstructed
1896,95,0,0,0,reconstructed,reconstructed
1896,96,0,0,0,reconstructed,reconstructed
1896,97,0,0,0,reconstructed,reconstructed
1896,98,0,0,0,reconstructed,reconstructed
1896,99,0,0,0,reconstructed,reconstructed
1897,0,968271,922598,1890869,reconstructed,reconstructed
1897,1,766539,761768,1528307,reconstructed,reconstructed
1897,2,701514,701329,1402843,reconstructed,reconstructed
1897,3,681708,680248,1361956,reconstructed,reconstructed
1897,4,659340,656069,1315409,reconstructed,reconstructed
1897,5,632418,632498,1264916,reconstructed,reconstructed
1897,6,627598,623665,1251263,reconstructed,reconstructed
1897,7,561797,562488,1124285,reconstructed,reconstructed
1897,8,584327,583996,1168323,reconstructed,reconstructed
1897,9,596734,593290,1190024,reconstructed,reconstructed
1897,10,588090,585193,1173283,reconstructed,reconstructed
1897,11,569254,569251,1138505,reconstructed,reconstructed
1897,12,559615,557582,1117197,reconstructed,reconstructed
1897,13,552642,550795,1103437,reconstructed,reconstructed
1897,14,528471,525908,1054379,reconstructed,reconstructed
1897,15,536449,536740,1073189,reconstructed,reconstructed
1897,16,517502,512130,1029632,reconstructed,reconstructed
1897,17,523791,518006,1041797,reconstructed,reconstructed
1897,18,520682,521105,1041787,reconstructed,reconstructed
1897,19,522309,523998,1046307,reconstructed,reconstructed
1897,20,518242,520614,1038856,reconstructed,reconstructed
1897,21,516121,521588,1037709,reconstructed,reconstructed
1897,22,502990,506559,1009549,reconstructed,reconstructed
1897,23,482266,487344,969610,reconstructed,reconstructed
1897,24,464314,467250,931564,reconstructed,reconstructed
1897,25,458760,469195,927955,reconstructed,reconstructed
1897,26,375505,375298,750803,reconstructed,reconstructed
1897,27,427446,433808,861254,reconstructed,reconstructed
1897,28,415028,420618,835646,reconstructed,reconstructed
1897,29,393322,399285,792607,reconstructed,reconstructed
1897,30,383308,388068,771376,reconstructed,reconstructed
1897,31,389116,401982,791098,reconstructed,reconstructed
1897,32,365654,374130,739784,reconstructed,reconstructed
1897,33,367622,380051,747673,reconstructed,reconstructed
1897,34,358691,367866,726557,reconstructed,reconstructed
1897,35,339072,347657,686729,reconstructed,reconstructed
1897,36,322321,322873,645194,reconstructed,reconstructed
1897,37,339638,349964,689602,reconstructed,reconstructed
1897,38,329104,342356,671460,reconstructed,reconstructed
1897,39,314554,327077,641631,reconstructed,reconstructed
1897,40,301210,310471,611681,reconstructed,reconstructed
1897,41,279555,297230,576785,reconstructed,reconstructed
1897,42,263621,271926,535547,reconstructed,reconstructed
1897,43,271274,292022,563296,reconstructed,reconstructed
1897,44,263545,276706,540251,reconstructed,reconstructed
1897,45,260957,284239,545196,reconstructed,reconstructed
1897,46,254393,261874,516267,reconstructed,reconstructed
1897,47,265405,290223,555628,reconstructed,reconstructed
1897,48,253217,270796,524013,reconstructed,reconstructed
1897,49,229535,261152,490687,reconstructed,reconstructed
1897,50,209898,231046,440944,reconstructed,reconstructed
1897,51,213170,238656,451826,reconstructed,reconstructed
1897,52,224264,252765,477029,reconstructed,reconstructed
1897,53,212051,237416,449467,reconstructed,reconstructed
1897,54,198219,219701,417920,reconstructed,reconstructed
1897,55,208702,242665,451367,reconstructed,reconstructed
1897,56,181513,193967,375480,reconstructed,reconstructed
1897,57,196632,230847,427479,reconstructed,reconstructed
1897,58,173444,194952,368396,reconstructed,reconstructed
1897,59,167266,191018,358284,reconstructed,reconstructed
1897,60,155558,178818,334376,reconstructed,reconstructed
1897,61,152888,182783,335671,reconstructed,reconstructed
1897,62,146049,172405,318454,reconstructed,reconstructed
1897,63,139776,164527,304303,reconstructed,reconstructed
1897,64,128936,150311,279247,reconstructed,reconstructed
1897,65,116453,142157,258610,reconstructed,reconstructed
1897,66,104768,119347,224115,reconstructed,reconstructed
1897,67,110849,139169,250018,reconstructed,reconstructed
1897,68,91443,107884,199327,reconstructed,reconstructed
1897,69,89892,110860,200752,reconstructed,reconstructed
1897,70,82860,101050,183910,reconstructed,reconstructed
1897,71,77606,97018,174624,reconstructed,reconstructed
1897,72,73075,91046,164121,reconstructed,reconstructed
1897,73,67729,85341,153070,reconstructed,reconstructed
1897,74,59872,73707,133579,reconstructed,reconstructed
1897,75,54878,68974,123852,reconstructed,reconstructed
1897,76,47624,57031,104655,reconstructed,reconstructed
1897,77,45052,59709,104761,reconstructed,reconstructed
1897,78,35079,42995,78074,reconstructed,reconstructed
1897,79,29610,36957,66567,reconstructed,reconstructed
1897,80,23627,29748,53375,reconstructed,reconstructed
1897,81,19631,24796,44427,reconstructed,reconstructed
1897,82,16715,21500,38215,reconstructed,reconstructed
1897,83,11799,15563,27362,reconstructed,reconstructed
1897,84,9596,13262,22858,reconstructed,reconstructed
