jahr,alter,maennlich,weiblich,gesamt,source
1889,12,544541,540848,1085388,reconstructed
1889,13,543532,542639,1086170,reconstructed
1889,14,529581,527860,1057442,reconstructed
1889,15,512240,512897,1025136,reconstructed
1889,16,494016,495508,989524,reconstructed
1889,17,487042,497646,984688,reconstructed
1889,18,397568,400198,797766,reconstructed
1889,19,451923,458940,910863,reconstructed
1889,20,440727,444141,884868,reconstructed
1889,21,418226,425064,843290,reconstructed
1889,22,405980,414192,820172,reconstructed
1889,23,411978,429791,841769,reconstructed
1889,24,387823,401942,789765,reconstructed
1889,25,389586,407439,797026,reconstructed
1889,26,382597,395606,778203,reconstructed
1889,27,362166,375724,737890,reconstructed
1889,28,343396,347230,690626,reconstructed
1889,29,365842,378921,744763,reconstructed
1889,30,350289,365028,715318,reconstructed
1889,31,337647,349731,687377,reconstructed
1889,32,326013,336128,662141,reconstructed
1889,33,301572,319204,620776,reconstructed
1889,34,287281,295031,582313,reconstructed
1889,35,296579,317101,613681,reconstructed
1889,36,289806,301460,591266,reconstructed
1889,37,288997,310141,599138,reconstructed
1889,38,282048,284602,566650,reconstructed
1889,39,297359,315955,613314,reconstructed
1889,40,282337,294386,576723,reconstructed
1889,41,257492,283717,541209,reconstructed
1889,42,237639,252904,490543,reconstructed
1889,43,242225,262186,504411,reconstructed
1889,44,260889,283835,544724,reconstructed
1889,45,242577,259876,502453,reconstructed
1889,46,231140,246385,477524,reconstructed
1889,47,246179,274904,521082,reconstructed
1889,48,215231,220703,435935,reconstructed
1889,49,237620,266864,504484,reconstructed
1889,50,210379,227160,437539,reconstructed
1889,51,205118,223325,428443,reconstructed
1889,52,192714,211368,404082,reconstructed
1889,53,192925,219135,412060,reconstructed
1889,54,188901,212477,401378,reconstructed
1889,55,181109,201447,382556,reconstructed
1889,56,169389,186274,355663,reconstructed
1889,57,157805,182819,340624,reconstructed
1889,58,143818,156875,300692,reconstructed
1889,59,159295,190471,349765,reconstructed
1889,60,134254,152173,286427,reconstructed
1889,61,134785,156598,291383,reconstructed
1889,62,128523,149904,278427,reconstructed
1889,63,125222,148379,273602,reconstructed
1889,64,123697,147056,270753,reconstructed
1889,65,119105,144047,263152,reconstructed
1889,66,109863,128616,238479,reconstructed
1889,67,105983,125967,231950,reconstructed
1889,68,98129,111500,209630,reconstructed
1889,69,101250,126022,227273,reconstructed
1889,70,81178,97285,178463,reconstructed
1889,71,75647,89635,165282,reconstructed
1889,72,65047,77510,142557,reconstructed
1889,73,58893,68732,127625,reconstructed
1889,74,56666,67998,124664,reconstructed
1889,75,43943,52346,96289,reconstructed
1889,76,39213,48338,87551,reconstructed
1889,77,34280,42187,76467,reconstructed
1889,78,31260,38014,69274,reconstructed
1889,79,26606,34988,61594,reconstructed
1889,80,19083,23267,42349,reconstructed
1889,81,16004,19431,35436,reconstructed
1889,82,12942,16038,28979,reconstructed
1889,83,9811,13215,23026,reconstructed
1889,84,8085,10736,18820,reconstructed
1889,85,6443,8519,14962,reconstructed
1889,86,4779,6767,11546,reconstructed
1889,87,3792,5249,9041,reconstructed
1889,88,2874,3902,6776,reconstructed
1889,89,2053,3517,5570,reconstructed
1889,90,1018,1346,2364,reconstructed
1890,0,662126,648999,1311125,original
1890,1,648437,646030,1294467,original
1890,2,638549,634650,1273199,original
1890,3,628780,627232,1256012,original
1890,4,598503,598915,1197418,original
1890,5,584513,583711,1168224,original
1890,6,568947,567554,1136501,original
1890,7,539595,538159,1077754,original
1890,8,549578,549870,1099448,original
1890,9,530494,527553,1058047,original
1890,10,537999,534989,1072988,original
1890,11,541245,538411,1079656,original
1890,12,547162,544612,1091774,original
1890,13,544549,540431,1084980,original
1890,14,541840,540675,1082515,original
1890,15,525920,523616,1049536,original
1890,16,509669,510178,1019847,original
1890,17,489386,491626,981012,original
1890,18,482330,495512,977842,original
1890,19,393138,397223,790361,original
1890,20,447753,457253,905006,original
1890,21,435710,440214,875924,original
1890,22,414459,421504,835963,original
1890,23,402295,410156,812451,original
1890,24,408454,426521,834975,original
1890,25,383744,397195,780939,original
1890,26,385505,403614,789119,original
1890,27,377567,390042,767609,original
1890,28,358545,371425,729970,original
1890,29,339767,342314,682081,original
1890,30,362886,375585,738471,original
1890,31,347513,360820,708333,original
1890,32,334909,346358,681267,original
1890,33,322883,332288,655171,original
1890,34,299095,316261,615356,original
1890,35,282821,289751,572572,original
1890,36,294409,315013,609422,original
1890,37,286429,297546,583975,original
1890,38,285292,306492,591784,original
1890,39,278781,281482,560263,original
1890,40,294384,314464,608848,original
1890,41,278242,289958,568200,original
1890,42,254483,281023,535506,original
1890,43,233925,249551,483476,original
1890,44,239261,260153,499414,original
1890,45,256575,279513,536088,original
1890,46,239683,258196,497879,original
1890,47,226833,242237,469070,original
1890,48,241909,271270,513179,original
1890,49,211125,217223,428348,original
1890,50,233248,264467,497715,original
1890,51,205915,223148,429063,original
1890,52,201172,220383,421555,original
1890,53,188286,207711,395997,original
1890,54,188630,215911,404541,original
1890,55,182568,205649,388217,original
1890,56,177182,198597,375779,original
1890,57,164450,181809,346259,original
1890,58,152898,178049,330947,original
1890,59,139291,152470,291761,original
1890,60,154206,186248,340454,original
1890,61,128948,146387,275335,original
1890,62,129883,151906,281789,original
1890,63,123531,145129,268660,original
1890,64,120131,143482,263613,original
1890,65,116598,138898,255496,original
1890,66,113582,138774,252356,original
1890,67,103844,122280,226124,original
1890,68,99563,118967,218530,original
1890,69,91676,104297,195973,original
1890,70,94355,118469,212824,original
1890,71,73509,89343,162852,original
1890,72,69403,82809,152212,original
1890,73,59354,71252,130606,original
1890,74,53431,62967,116398,original
1890,75,50371,60584,110955,original
1890,76,39125,47223,86348,original
1890,77,34294,42664,76958,original
1890,78,29681,37034,66715,original
1890,79,26640,32608,59248,original
1890,80,22396,29939,52335,original
1890,81,15728,19309,35037,original
1890,82,13029,15995,29024,original
1890,83,10329,13024,23353,original
1890,84,7749,10804,18553,original
1890,85,6201,8385,14586,original
1890,86,4920,6716,11636,original
1890,87,3528,5173,8701,original
1890,88,2741,3922,6663,original
1890,89,2029,2808,4837,original
1890,90,1437,2588,4025,original
1891,0,915886,870091,1785976,reconstructed
1891,1,528660,538490,1067150,reconstructed
1891,2,614371,613257,1227628,reconstructed
1891,3,622482,619019,1241502,reconstructed
1891,4,616564,615058,1231622,reconstructed
1891,5,590105,590533,1180638,reconstructed
1891,6,578083,577155,1155237,reconstructed
1891,7,564545,563149,1127693,reconstructed
1891,8,536544,535022,1071566,reconstructed
1891,9,546683,547065,1093748,reconstructed
1891,10,528025,524812,1052837,reconstructed
1891,11,535657,532307,1067963,reconstructed
1891,12,538264,535917,1074182,reconstructed
1891,13,543861,541786,1085647,reconstructed
1891,14,541298,537802,1079100,reconstructed
1891,15,538862,538217,1077079,reconstructed
1891,16,523391,521461,1044852,reconstructed
1891,17,506360,507142,1013502,reconstructed
1891,18,486242,488354,974596,reconstructed
1891,19,479241,491987,971228,reconstructed
1891,20,390713,394295,785008,reconstructed
1891,21,444827,454171,898999,reconstructed
1891,22,432655,437682,870337,reconstructed
1891,23,411320,418540,829860,reconstructed
1891,24,399521,407173,806694,reconstructed
1891,25,405670,423144,828814,reconstructed
1891,26,381163,393989,775152,reconstructed
1891,27,382996,400317,783314,reconstructed
1891,28,374953,386926,761879,reconstructed
1891,29,355870,368054,723923,reconstructed
1891,30,337415,339579,676994,reconstructed
1891,31,359708,371941,731649,reconstructed
1891,32,345066,358234,703300,reconstructed
1891,33,332160,343622,675782,reconstructed
1891,34,319932,329160,649092,reconstructed
1891,35,296462,313537,609999,reconstructed
1891,36,280224,287160,567384,reconstructed
1891,37,291236,311621,602857,reconstructed
1891,38,283310,294476,577786,reconstructed
1891,39,281973,303206,585179,reconstructed
1891,40,275456,278566,554022,reconstructed
1891,41,290380,310851,601230,reconstructed
1891,42,274850,287142,561992,reconstructed
1891,43,251108,278150,529257,reconstructed
1891,44,230702,246950,477652,reconstructed
1891,45,235758,257206,492964,reconstructed
1891,46,252166,275882,528049,reconstructed
1891,47,236040,255534,491574,reconstructed
1891,48,223082,239355,462437,reconstructed
1891,49,237532,267599,505130,reconstructed
1891,50,207225,214269,421494,reconstructed
1891,51,228350,260093,488444,reconstructed
1891,52,201637,219559,421196,reconstructed
1891,53,196719,216686,413405,reconstructed
1891,54,184033,204127,388161,reconstructed
1891,55,183957,211795,395752,reconstructed
1891,56,177782,201556,379339,reconstructed
1891,57,172275,194438,366712,reconstructed
1891,58,159904,178121,338025,reconstructed
1891,59,148175,173703,321878,reconstructed
1891,60,134808,148403,283211,reconstructed
1891,61,148370,180223,328593,reconstructed
1891,62,123927,141492,265419,reconstructed
1891,63,124531,146757,271288,reconstructed
1891,64,118035,139400,257435,reconstructed
1891,65,114257,137352,251610,reconstructed
1891,66,110552,132547,243100,reconstructed
1891,67,107138,131475,238613,reconstructed
1891,68,97707,115794,213501,reconstructed
1891,69,93289,112284,205573,reconstructed
1891,70,85368,97776,183144,reconstructed
1891,71,87020,109982,197002,reconstructed
1891,72,67929,82530,150459,reconstructed
1891,73,63250,75796,139046,reconstructed
1891,74,53694,64755,118450,reconstructed
1891,75,47875,56875,104750,reconstructed
1891,76,44567,53971,98537,reconstructed
1891,77,34287,41750,76037,reconstructed
1891,78,29894,37620,67514,reconstructed
1891,79,25534,32227,57761,reconstructed
1891,80,22470,28023,50492,reconstructed
1891,81,18729,25353,44082,reconstructed
1891,82,12848,15973,28821,reconstructed
1891,83,10443,13010,23453,reconstructed
1891,84,8119,10420,18539,reconstructed
1891,85,5971,8503,14474,reconstructed
1891,86,4682,6479,11161,reconstructed
1891,87,3630,5085,8714,reconstructed
1891,88,2540,3840,6380,reconstructed
1891,89,1924,2852,4776,reconstructed
1891,90,1384,1996,3380,reconstructed
1892,0,909183,869697,1778880,reconstructed
1892,1,707767,701321,1409087,reconstructed
1892,2,516497,525025,1041523,reconstructed
1892,3,600767,600077,1200844,reconstructed
1892,4,612675,609447,1222122,reconstructed
1892,5,607987,606324,1214311,reconstructed
1892,6,584095,584490,1168585,reconstructed
1892,7,573144,572070,1145214,reconstructed
1892,8,561201,559785,1120985,reconstructed
1892,9,534309,532684,1066993,reconstructed
1892,10,544384,544830,1089214,reconstructed
1892,11,525941,522448,1048388,reconstructed
1892,12,533580,529879,1063460,reconstructed
1892,13,535493,533544,1069037,reconstructed
1892,14,540664,538984,1079648,reconstructed
1892,15,538033,535160,1073193,reconstructed
1892,16,535730,535682,1071412,reconstructed
1892,17,520570,519183,1039753,reconstructed
1892,18,502762,504022,1006783,reconstructed
1892,19,482853,485024,967876,reconstructed
1892,20,475930,488392,964322,reconstructed
1892,21,388162,391312,779474,reconstructed
1892,22,441843,450997,892840,reconstructed
1892,23,429610,435045,864654,reconstructed
1892,24,408251,415487,823738,reconstructed
1892,25,396790,404099,800889,reconstructed
1892,26,402896,419696,822592,reconstructed
1892,27,378596,390733,769329,reconstructed
1892,28,380494,396979,777473,reconstructed
1892,29,372331,383785,756116,reconstructed
1892,30,353174,364667,717842,reconstructed
1892,31,335027,336823,671850,reconstructed
1892,32,356486,368286,724771,reconstructed
1892,33,342550,355620,698170,reconstructed
1892,34,329354,340884,670239,reconstructed
1892,35,316937,326034,642971,reconstructed
1892,36,293768,310783,604551,reconstructed
1892,37,277580,284561,562141,reconstructed
1892,38,288035,308271,596306,reconstructed
1892,39,280152,291440,571592,reconstructed
1892,40,278596,299932,578528,reconstructed
1892,41,272066,275676,547742,reconstructed
1892,42,286337,307295,593633,reconstructed
1892,43,271423,284372,555795,reconstructed
1892,44,247694,275336,523031,reconstructed
1892,45,227411,244393,471804,reconstructed
1892,46,232178,254269,486448,reconstructed
1892,47,247723,272237,519959,reconstructed
1892,48,232351,252817,485168,reconstructed
1892,49,219238,236393,455631,reconstructed
1892,50,233013,263795,496808,reconstructed
1892,51,203209,211198,414407,reconstructed
1892,52,223363,255602,478965,reconstructed
1892,53,197269,215848,413118,reconstructed
1892,54,192154,212844,404998,reconstructed
1892,55,179661,200391,380052,reconstructed
1892,56,179131,207497,386627,reconstructed
1892,57,172850,197274,370124,reconstructed
1892,58,167284,190111,357394,reconstructed
1892,59,155203,174188,329391,reconstructed
1892,60,143256,169070,312326,reconstructed
1892,61,130162,144115,274278,reconstructed
1892,62,142413,173976,316388,reconstructed
1892,63,118806,136399,255205,reconstructed
1892,64,119044,141341,260385,reconstructed
1892,65,112369,133415,245784,reconstructed
1892,66,108272,131015,239287,reconstructed
1892,67,104450,126026,230476,reconstructed
1892,68,100676,124108,224784,reconstructed
1892,69,91502,109161,200664,reconstructed
1892,70,86924,105347,192271,reconstructed
1892,71,79017,91083,170100,reconstructed
1892,72,79700,101400,181100,reconstructed
1892,73,62287,75663,137950,reconstructed
1892,74,57168,68852,126020,reconstructed
1892,75,48114,58353,106467,reconstructed
1892,76,42441,50833,93273,reconstructed
1892,77,39046,47613,86659,reconstructed
1892,78,29752,36614,66367,reconstructed
1892,79,25712,32801,58513,reconstructed
1892,80,21668,27661,49329,reconstructed
1892,81,18702,23759,42461,reconstructed
1892,82,15397,21145,36542,reconstructed
1892,83,10300,12995,23294,reconstructed
1892,84,8209,10411,18620,reconstructed
1892,85,6258,8205,14463,reconstructed
1892,86,4511,6574,11086,reconstructed
1892,87,3456,4907,8363,reconstructed
1892,88,2615,3776,6391,reconstructed
1892,89,1784,2794,4578,reconstructed
1892,90,1313,2028,3341,reconstructed
1893,0,931457,887000,1818457,reconstructed
1893,1,704778,702876,1407654,reconstructed
1893,2,668889,663994,1332883,reconstructed
1893,3,519946,526938,1046884,reconstructed
1893,4,592986,592547,1185533,reconstructed
1893,5,606307,603114,1209422,reconstructed
1893,6,601802,599927,1201728,reconstructed
1893,7,579541,579884,1159425,reconstructed
1893,8,569255,568022,1137276,reconstructed
1893,9,558687,557233,1115920,reconstructed
1893,10,532634,530881,1063515,reconstructed
1893,11,542467,542969,1085436,reconstructed
1893,12,524108,520324,1044432,reconstructed
1893,13,531702,527567,1059269,reconstructed
1893,14,532815,531187,1064002,reconstructed
1893,15,537448,536165,1073613,reconstructed
1893,16,534615,532442,1067058,reconstructed
1893,17,532306,533024,1065331,reconstructed
1893,18,517451,516814,1034266,reconstructed
1893,19,498918,500840,999757,reconstructed
1893,20,479247,481624,960870,reconstructed
1893,21,472477,484731,957208,reconstructed
1893,22,385565,388255,773820,reconstructed
1893,23,438869,447724,886593,reconstructed
1893,24,426636,432313,858949,reconstructed
1893,25,405229,412341,817570,reconstructed
1893,26,394068,400956,795024,reconstructed
1893,27,400139,416196,816335,reconstructed
1893,28,376039,387441,763480,reconstructed
1893,29,377987,393621,771608,reconstructed
1893,30,369689,380622,750311,reconstructed
1893,31,350445,361267,711712,reconstructed
1893,32,332592,334052,666644,reconstructed
1893,33,353207,364621,717828,reconstructed
1893,34,339973,353003,692977,reconstructed
1893,35,326502,338139,664641,reconstructed
1893,36,313882,322880,636762,reconstructed
1893,37,291026,308021,599047,reconstructed
1893,38,274902,281993,556895,reconstructed
1893,39,284793,304961,589754,reconstructed
1893,40,276934,288414,565348,reconstructed
1893,41,275155,296688,571844,reconstructed
1893,42,268632,272832,541464,reconstructed
1893,43,282270,303798,586069,reconstructed
1893,44,267948,281659,549607,reconstructed
1893,45,244206,272570,516777,reconstructed
1893,46,224042,241839,465881,reconstructed
1893,47,228552,251307,479859,reconstructed
1893,48,243248,268546,511794,reconstructed
1893,49,228558,250007,478565,reconstructed
1893,50,215259,233310,448570,reconstructed
1893,51,228369,259857,488227,reconstructed
1893,52,199098,208021,407119,reconstructed
1893,53,218284,250976,469260,reconstructed
1893,54,192786,211996,404782,reconstructed
1893,55,187471,208851,396323,reconstructed
1893,56,175129,196482,371611,reconstructed
1893,57,174157,203008,377165,reconstructed
1893,58,167832,192819,360651,reconstructed
1893,59,162142,185541,347683,reconstructed
1893,60,150287,169951,320238,reconstructed
1893,61,138179,164191,302370,reconstructed
1893,62,125372,139621,264992,reconstructed
1893,63,136354,167499,303853,reconstructed
1893,64,113561,131081,244642,reconstructed
1893,65,113381,135640,249021,reconstructed
1893,66,106586,127237,233823,reconstructed
1893,67,102242,124512,226755,reconstructed
1893,68,98310,119390,217700,reconstructed
1893,69,94157,116627,210784,reconstructed
1893,70,85216,102300,187516,reconstructed
1893,71,80512,98222,178734,reconstructed
1893,72,72632,84263,156896,reconstructed
1893,73,72431,92781,165212,reconstructed
1893,74,56645,68847,125492,reconstructed
1893,75,51182,62021,113204,reconstructed
1893,76,42654,52036,94690,reconstructed
1893,77,37256,44985,82241,reconstructed
1893,78,33877,41663,75540,reconstructed
1893,79,25473,31755,57228,reconstructed
1893,80,21814,28207,50021,reconstructed
1893,81,18147,23426,41573,reconstructed
1893,82,15301,19838,35139,reconstructed
1893,83,12418,17339,29757,reconstructed
1893,84,8098,10402,18500,reconstructed
1893,85,6330,8202,14532,reconstructed
1893,86,4731,6347,11078,reconstructed
1893,87,3332,4981,8313,reconstructed
1893,88,2491,3646,6137,reconstructed
1893,89,1839,2749,4588,reconstructed
1893,90,1219,1987,3206,reconstructed
1894,0,942993,901235,1844228,reconstructed
1894,1,724289,718770,1443059,reconstructed
1894,2,666951,666335,1333286,reconstructed
1894,3,651771,647398,1299169,reconstructed
1894,4,527663,533120,1060783,reconstructed
1894,5,588382,588027,1176410,reconstructed
1894,6,602208,598984,1201192,reconstructed
1894,7,597073,594964,1192037,reconstructed
1894,8,576010,576292,1152301,reconstructed
1894,9,566187,564779,1130967,reconstructed
1894,10,556741,555223,1111964,reconstructed
1894,11,531315,529426,1060740,reconstructed
1894,12,540800,541345,1082145,reconstructed
1894,13,522465,518308,1040773,reconstructed
1894,14,529905,525267,1055172,reconstructed
1894,15,530109,528806,1058915,reconstructed
1894,16,534077,533271,1067347,reconstructed
1894,17,530911,529604,1060515,reconstructed
1894,18,528587,530277,1058864,reconstructed
1894,19,514078,514374,1028453,reconstructed
1894,20,494857,497583,992440,reconstructed
1894,21,475507,478160,953667,reconstructed
1894,22,468977,480981,949958,reconstructed
1894,23,382979,385120,768099,reconstructed
1894,24,435969,444364,880333,reconstructed
1894,25,423709,429481,853190,reconstructed
1894,26,402220,409126,811346,reconstructed
1894,27,391364,397764,789128,reconstructed
1894,28,397396,412664,810060,reconstructed
1894,29,373483,384135,757617,reconstructed
1894,30,375458,390244,765702,reconstructed
1894,31,367009,377439,744448,reconstructed
1894,32,347673,357861,705534,reconstructed
1894,33,330099,331268,661366,reconstructed
1894,34,349882,360972,710854,reconstructed
1894,35,337345,350374,687719,reconstructed
1894,36,323585,335352,658938,reconstructed
1894,37,310784,319724,630508,reconstructed
1894,38,288247,305294,593541,reconstructed
1894,39,272175,279453,551628,reconstructed
1894,40,281494,301663,583157,reconstructed
1894,41,273650,285415,559065,reconstructed
1894,42,271671,293499,565170,reconstructed
1894,43,265166,270031,535198,reconstructed
1894,44,278167,300371,578537,reconstructed
1894,45,264388,278990,543378,reconstructed
1894,46,240635,269804,510439,reconstructed
1894,47,220625,239254,459879,reconstructed
1894,48,224879,248292,473170,reconstructed
1894,49,238682,264776,503458,reconstructed
1894,50,224619,247066,471685,reconstructed
1894,51,211158,230105,441263,reconstructed
1894,52,223624,255794,479419,reconstructed
1894,53,194891,204719,399610,reconstructed
1894,54,213088,246197,459285,reconstructed
1894,55,188182,207998,396180,reconstructed
1894,56,182629,204687,387316,reconstructed
1894,57,170443,192388,362831,reconstructed
1894,58,169094,198342,367436,reconstructed
1894,59,162661,188123,350784,reconstructed
1894,60,156795,180673,337468,reconstructed
1894,61,145194,165450,310643,reconstructed
1894,62,132956,159077,292033,reconstructed
1894,63,120457,134908,255365,reconstructed
1894,64,130170,160763,290933,reconstructed
1894,65,108148,125526,233675,reconstructed
1894,66,107599,129716,237315,reconstructed
1894,67,100753,120898,221651,reconstructed
1894,68,96180,117899,214079,reconstructed
1894,69,92091,112594,204685,reconstructed
1894,70,87572,108949,196521,reconstructed
1894,71,78893,95281,174174,reconstructed
1894,72,74055,90947,165002,reconstructed
1894,73,66246,77362,143608,reconstructed
1894,74,65290,84262,149552,reconstructed
1894,75,51027,62127,113154,reconstructed
1894,76,45334,55291,100625,reconstructed
1894,77,37445,45940,83385,reconstructed
1894,78,32390,39483,71873,reconstructed
1894,79,28999,36054,65053,reconstructed
1894,80,21512,27163,48675,reconstructed
1894,81,18267,23936,42203,reconstructed
1894,82,14936,19536,34472,reconstructed
1894,83,12279,16282,28561,reconstructed
1894,84,9823,13989,23812,reconstructed
1894,85,6246,8199,14445,reconstructed
1894,86,4788,6349,11137,reconstructed
1894,87,3497,4811,8307,reconstructed
1894,88,2404,3703,6106,reconstructed
1894,89,1754,2656,4410,reconstructed
1894,90,1257,1956,3213,reconstructed
1895,0,943702,904576,1848278,reconstructed
1895,1,735531,732247,1467778,reconstructed
1895,2,686325,682290,1368615,reconstructed
1895,3,650413,650209,1300622,reconstructed
1895,4,640786,636702,1277489,reconstructed
1895,5,537687,541555,1079242,reconstructed
1895,6,585883,585552,1171435,reconstructed
1895,7,599487,596205,1195692,reconstructed
1895,8,593365,591013,1184379,reconstructed
1895,9,573279,573485,1146764,reconstructed
1895,10,563681,562074,1125755,reconstructed
1895,11,555156,553565,1108721,reconstructed
1895,12,530229,528191,1058420,reconstructed
1895,13,539322,539825,1079147,reconstructed
1895,14,520894,516298,1037192,reconstructed
1895,15,528069,522939,1051008,reconstructed
1895,16,527247,526346,1053593,reconstructed
1895,17,530422,530258,1060680,reconstructed
1895,18,526920,526680,1053599,reconstructed
1895,19,524618,527459,1052077,reconstructed
1895,20,510481,511850,1022332,reconstructed
1895,21,490669,494260,984930,reconstructed
1895,22,471728,474609,946337,reconstructed
1895,23,465497,477138,942635,reconstructed
1895,24,380458,381917,762375,reconstructed
1895,25,433113,440909,874023,reconstructed
1895,26,420793,426571,847364,reconstructed
1895,27,399234,405862,805096,reconstructed
1895,28,388677,394542,783220,reconstructed
1895,29,394658,409122,803780,reconstructed
1895,30,370909,380810,751719,reconstructed
1895,31,372892,386848,759740,reconstructed
1895,32,364287,374249,738535,reconstructed
1895,33,344850,354450,699300,reconstructed
1895,34,327557,328490,656047,reconstructed
1895,35,346516,357324,703840,reconstructed
1895,36,334647,347696,682343,reconstructed
1895,37,320624,332557,653182,reconstructed
1895,38,307648,316612,624260,reconstructed
1895,39,285417,302597,588014,reconstructed
1895,40,269388,276915,546303,reconstructed
1895,41,278128,298397,576526,reconstructed
1895,42,270321,282467,552788,reconstructed
1895,43,268154,290357,558511,reconstructed
1895,44,261657,267285,528942,reconstructed
1895,45,273989,297000,570989,reconstructed
1895,46,260732,276315,537047,reconstructed
1895,47,237009,266998,504007,reconstructed
1895,48,217158,236610,453768,reconstructed
1895,49,221107,245194,466301,reconstructed
1895,50,233987,260890,494876,reconstructed
1895,51,220545,243990,464535,reconstructed
1895,52,206956,226783,433740,reconstructed
1895,53,218775,251581,470355,reconstructed
1895,54,190567,201278,391845,reconstructed
1895,55,207774,241262,449036,reconstructed
1895,56,183413,203835,387248,reconstructed
1895,57,177630,200336,377966,reconstructed
1895,58,165658,188115,353772,reconstructed
1895,59,163876,193431,357307,reconstructed
1895,60,157290,183134,340424,reconstructed
1895,61,151282,175550,326832,reconstructed
1895,62,139925,160690,300615,reconstructed
1895,63,127610,153715,281326,reconstructed
1895,64,115399,129953,245351,reconstructed
1895,65,123811,153758,277569,reconstructed
1895,66,102627,119793,222420,reconstructed
1895,67,101764,123592,225356,reconstructed
1895,68,94875,114451,209326,reconstructed
1895,69,90045,111133,201177,reconstructed
1895,70,85788,105561,191349,reconstructed
1895,71,80971,101160,182131,reconstructed
1895,72,72532,88129,160662,reconstructed
1895,73,67585,83568,151153,reconstructed
1895,74,59933,70503,130435,reconstructed
1895,75,58301,75901,134201,reconstructed
1895,76,45473,55488,100961,reconstructed
1895,77,39764,48792,88556,reconstructed
1895,78,32559,40223,72782,reconstructed
1895,79,27781,34273,62054,reconstructed
1895,80,24484,30773,55257,reconstructed
1895,81,17935,22931,40866,reconstructed
1895,82,15032,19998,35030,reconstructed
1895,83,12056,16011,28068,reconstructed
1895,84,9665,13149,22814,reconstructed
1895,85,7623,11116,18739,reconstructed
1895,86,4727,6350,11077,reconstructed
1895,87,3541,4814,8355,reconstructed
1895,88,2524,3578,6102,reconstructed
1895,89,1694,2699,4392,reconstructed
1895,90,1200,1890,3090,reconstructed
1896,0,976712,932625,1909338,reconstructed
1896,1,738358,736909,1475268,reconstructed
1896,2,697902,695987,1393890,reconstructed
1896,3,669853,666319,1336173,reconstructed
1896,4,639828,639837,1279665,reconstructed
1896,5,633100,629130,1262230,reconstructed
1896,6,549273,551548,1100821,reconstructed
1896,7,584659,584332,1168991,reconstructed
1896,8,597732,594379,1192111,reconstructed
1896,9,590457,587844,1178301,reconstructed
1896,10,571095,571199,1142294,reconstructed
1896,11,561530,559717,1121247,reconstructed
1896,12,553808,552131,1105939,reconstructed
1896,13,529321,527054,1056375,reconstructed
1896,14,537912,538305,1076217,reconstructed
1896,15,519279,514254,1033533,reconstructed
1896,16,526072,520531,1046603,reconstructed
1896,17,524104,523768,1047872,reconstructed
1896,18,526484,527161,1053646,reconstructed
1896,19,522686,523687,1046373,reconstructed
1896,20,520431,524558,1044988,reconstructed
1896,21,506752,509253,1016006,reconstructed
1896,22,486450,490848,977298,reconstructed
1896,23,467976,470968,938944,reconstructed
1896,24,462102,473214,935316,reconstructed
1896,25,377976,378637,756613,reconstructed
1896,26,430269,437381,867650,reconstructed
1896,27,417899,423608,841506,reconstructed
1896,28,396270,402574,798844,reconstructed
1896,29,385999,391315,777314,reconstructed
1896,30,391904,405561,797465,reconstructed
1896,31,368300,377468,745769,reconstructed
1896,32,370282,383450,753733,reconstructed
1896,33,361512,371051,732562,reconstructed
1896,34,341982,351055,693037,reconstructed
1896,35,324969,325704,650673,reconstructed
1896,36,343094,353641,696734,reconstructed
1896,37,331902,345006,676908,reconstructed
1896,38,317620,329801,647421,reconstructed
1896,39,304460,313537,617997,reconstructed
1896,40,282523,299902,582426,reconstructed
1896,41,266529,274399,540928,reconstructed
1896,42,274719,295188,569906,reconstructed
1896,43,266956,279561,546517,reconstructed
1896,44,264594,287273,551867,reconstructed
1896,45,258071,264582,522653,reconstructed
1896,46,269725,293632,563357,reconstructed
1896,47,257010,273595,530604,reconstructed
1896,48,233326,264122,497448,reconstructed
1896,49,213593,233883,447476,reconstructed
1896,50,217201,241983,459184,reconstructed
1896,51,229174,256884,486058,reconstructed
1896,52,216358,240784,457143,reconstructed
1896,53,202648,223319,425967,reconstructed
1896,54,213801,247203,461003,reconstructed
1896,55,186125,197699,383824,reconstructed
1896,56,202287,236154,438442,reconstructed
1896,57,178482,199489,377971,reconstructed
1896,58,172532,195797,368330,reconstructed
1896,59,160707,183605,344312,reconstructed
1896,60,158460,188231,346691,reconstructed
1896,61,151757,177894,329652,reconstructed
1896,62,145598,170175,315773,reconstructed
1896,63,134511,155653,290164,reconstructed
1896,64,122128,148077,270204,reconstructed
1896,65,110147,124746,234894,reconstructed
1896,66,117346,146557,263902,reconstructed
1896,67,97060,113896,210956,reconstructed
1896,68,95877,117320,213196,reconstructed
1896,69,88910,107857,196767,reconstructed
1896,70,83835,104142,187977,reconstructed
1896,71,79454,98378,177832,reconstructed
1896,72,74347,93275,167622,reconstructed
1896,73,66163,80890,147053,reconstructed
1896,74,61186,76226,137412,reconstructed
1896,75,53715,63732,117447,reconstructed
1896,76,51500,67673,119174,reconstructed
1896,77,40128,49050,89178,reconstructed
1896,78,34549,42698,77247,reconstructed
1896,79,27928,34831,62760,reconstructed
1896,80,23501,29342,52843,reconstructed
1896,81,20410,25924,46334,reconstructed
1896,82,14692,19059,33751,reconstructed
1896,83,12128,16417,28545,reconstructed
1896,84,9544,12913,22457,reconstructed
